1,246.700000,108.300000,25.048015,5.153516
10,219.300000,105.200000,112.199487,23.914661
100,283.600000,121.300000,301.411171,138.873441
101,123.500000,40.100000,101.109872,12.132511
102,198.000000,74.400000,128.348014,45.297474
103,214.100000,96.100000,110.352888,27.033157
104,106.300000,28.400000,0.000000,0.000000
105,35.300000,14.800000,15.406720,3.935459
106,148.600000,61.400000,105.445998,66.491516
107,169.800000,67.700000,131.844833,46.541140
108,92.900000,28.800000,59.040461,28.813209
109,279.500000,137.500000,116.111644,40.361704
11,121.700000,45.400000,0.000012,0.000002
110,135.900000,49.200000,115.189527,55.852212
111,172.700000,50.600000,69.873290,30.683445
112,125.900000,46.800000,158.047612,131.113433
113,189.200000,53.900000,95.815220,5.060302
114,110.700000,48.700000,127.792438,29.936385
115,172.800000,67.700000,96.129636,48.305222
116,257.100000,159.500000,283.045124,154.650731
117,214.700000,82.600000,0.000000,0.000000
118,157.100000,64.600000,137.149154,65.651527
12,93.500000,27.800000,134.907661,107.102287
120,65.100000,20.700000,38.092837,7.309568
121,250.000000,95.000000,4.603347,0.061669
122,146.700000,49.600000,82.168870,62.207054
124,203.600000,62.000000,150.482980,48.331902
125,231.000000,88.000000,0.864829,0.000000
126,117.000000,58.000000,67.202470,46.120186
127,193.000000,88.600000,38.321135,12.554668
128,126.500000,32.200000,34.352441,8.101156
129,67.000000,30.000000,44.583097,18.107534
13,155.600000,56.400000,108.705844,67.541978
130,234.400000,120.400000,73.615431,12.505241
131,178.000000,61.000000,1.418056,0.799594
132,174.800000,81.200000,110.088401,60.955908
133,166.900000,56.700000,182.679147,99.245304
134,255.400000,108.400000,81.961685,42.566233
135,323.100000,174.700000,139.285942,62.993896
136,178.000000,78.000000,1.410242,0.092285
137,177.800000,55.800000,76.763847,15.785152
138,95.400000,25.300000,34.491330,5.794172
139,143.000000,40.000000,58.827307,37.841453
140,102.000000,76.000000,26.052737,19.516776
141,234.900000,92.500000,15.552910,0.000000
142,198.100000,89.800000,106.264171,21.331796
143,186.700000,65.000000,43.785132,16.367539
144,77.900000,15.800000,15.524940,0.817910
145,181.400000,64.600000,73.796732,26.509661
146,191.500000,66.100000,163.773918,80.157971
147,141.000000,51.700000,57.758364,21.682567
149,107.000000,62.000000,19.082000,9.043402
15,236.200000,124.100000,120.202520,63.104437
150,188.300000,77.300000,64.084804,12.338992
151,129.000000,43.400000,62.296351,35.324190
152,202.900000,86.500000,0.026367,0.000000
153,119.800000,42.700000,32.169467,12.271981
154,180.800000,86.500000,163.555829,80.522719
155,174.000000,85.100000,41.754559,26.456301
156,129.000000,41.000000,23.144313,2.194353
157,164.700000,56.900000,72.764131,13.972061
158,177.200000,58.100000,154.232027,37.250074
159,126.400000,45.100000,45.509300,12.690674
16,204.300000,117.600000,23.456759,3.507515
161,258.700000,117.000000,226.830932,133.905750
162,153.000000,65.300000,2.209033,1.652063
163,226.500000,94.300000,168.035671,71.397506
164,206.000000,74.400000,166.120028,63.305476
165,279.800000,146.500000,47.806189,19.563444
166,233.100000,82.100000,124.103723,59.803555
167,218.400000,128.900000,36.223520,12.866980
168,122.500000,33.800000,95.265738,29.613155
169,142.100000,62.600000,97.182218,55.609748
17,179.400000,75.400000,143.519335,75.126652
170,186.500000,74.100000,8.746354,0.000000
171,125.400000,52.000000,5.567898,1.396429
172,112.000000,50.000000,55.352655,21.368675
173,82.300000,24.400000,71.873047,36.074780
174,155.100000,44.500000,139.275131,41.795228
175,314.400000,162.200000,197.350981,111.663135
176,141.000000,56.600000,14.202683,4.332137
177,120.800000,43.700000,161.961457,106.433056
178,140.600000,60.500000,46.101945,14.641947
179,209.900000,93.800000,134.710867,79.452747
18,174.300000,107.900000,96.684193,28.219245
180,162.700000,56.000000,5.847878,0.471227
182,146.200000,57.400000,19.599187,14.704609
183,178.700000,74.700000,115.226147,70.862650
184,184.400000,71.500000,99.061254,48.881495
185,175.700000,107.300000,0.000068,0.000019
186,167.400000,75.600000,117.173156,72.365627
187,194.900000,108.100000,47.183162,33.324509
188,197.600000,91.200000,118.384631,52.801212
189,243.300000,151.600000,74.255247,24.113088
19,194.900000,115.300000,45.122537,8.549560
190,156.300000,88.100000,87.279142,52.634348
191,130.700000,47.100000,107.242208,16.103676
192,143.700000,51.800000,116.783906,37.846150
193,160.000000,47.000000,27.702992,2.729514
194,125.300000,47.800000,56.589333,15.739632
196,55.500000,14.000000,36.234157,4.842756
197,179.400000,69.800000,88.980213,34.868881
198,176.800000,54.900000,106.705163,3.233910
199,190.800000,86.100000,115.220839,34.983433
2,137.200000,54.600000,41.219253,22.525491
20,162.300000,72.400000,78.073483,13.963279
200,138.300000,50.900000,20.479578,2.353272
119,263.900000,226.400000,106.288689,90.965035
14,175.200000,50.100000,51.579491,18.564178
160,315.800000,122.300000,154.818178,47.400140
181,119.700000,37.300000,63.564327,6.445617
201,136.300000,66.300000,41.861562,4.712889
243,99.300000,29.100000,62.799042,14.322162
264,126.000000,44.000000,18.566482,6.733709
285,44.600000,17.800000,30.039876,13.008699
326,222.700000,71.200000,101.252630,74.913760
347,185.200000,104.600000,62.113063,25.906526
368,211.900000,82.600000,0.000000,0.000000
389,113.800000,46.000000,83.213992,25.319984
409,86.900000,30.500000,78.536987,50.058307
43,197.400000,75.200000,35.153266,22.506782
450,256.400000,100.000000,115.357923,23.211894
471,135.000000,55.000000,53.174410,12.342243
492,200.500000,94.900000,234.533305,167.490491
62,130.000000,58.000000,12.098042,3.989181
202,128.000000,28.600000,0.609741,0.072510
203,170.300000,67.500000,67.057399,14.384708
204,107.000000,31.600000,105.275041,46.062231
205,176.300000,92.200000,106.470187,58.661106
206,125.000000,46.000000,70.339085,19.042414
207,268.000000,137.000000,97.115713,26.259533
208,93.000000,33.000000,44.162361,11.145538
209,117.100000,36.900000,113.500630,30.105109
21,182.700000,95.900000,100.940744,39.316085
210,213.900000,89.500000,212.092956,94.126192
211,167.300000,73.400000,21.657440,6.486561
212,10.500000,5.000000,2.301851,0.072559
213,176.500000,70.300000,62.178196,19.330890
214,220.700000,96.500000,57.998336,10.350364
215,55.700000,15.800000,7.318149,0.355482
216,101.200000,30.700000,44.567151,12.356705
217,128.500000,46.700000,67.437865,23.617335
218,137.700000,57.000000,109.582235,46.208955
219,223.300000,82.900000,120.067090,51.395834
22,124.200000,44.100000,85.012947,31.451331
220,350.100000,202.700000,210.309718,127.217353
221,117.500000,32.400000,16.080411,14.099963
223,40.000000,10.000000,27.968863,5.821138
224,139.800000,44.400000,50.404519,14.483103
225,118.500000,32.500000,107.075125,40.650702
226,191.000000,73.000000,147.321092,88.603060
227,121.400000,44.900000,22.366923,0.000000
228,150.500000,93.600000,48.912144,12.305192
229,198.400000,96.900000,12.997869,0.122070
23,168.000000,83.000000,35.476912,11.800169
230,141.000000,53.000000,37.319120,33.821100
231,170.800000,76.900000,130.397644,44.219713
232,142.000000,39.600000,112.500272,40.707505
233,133.300000,59.900000,108.452199,41.896502
235,155.900000,68.400000,73.494230,10.644590
236,165.200000,76.900000,49.929164,13.394135
237,137.000000,40.000000,87.509678,32.409031
238,197.400000,75.300000,131.232919,25.234388
239,224.000000,85.700000,0.507568,0.000000
24,82.200000,24.500000,62.710126,18.220689
240,171.000000,61.400000,6.968162,2.712232
241,133.000000,65.000000,276.402380,148.672902
242,268.300000,209.900000,104.263949,65.884221
